회사,표준산업분류,연혁,매출액,기업유형,평균연봉,홈페이지,고용보험 사업장 수,고용보험 가입 사원수,국민연금 가입 사원수,퇴사/입사 (1년)
손오공,게임 소프트웨어 개발 및 공급업,16년 (2008년 설립),-,주식회사,"3,772만원",-,1개,48명,21명,30명/2명
미래컴퍼니,반도체 및 디스플레이 제조용 기계 제조업,32년 (1992년 설립),"1,109억 1,056만원",주식회사,"6,061만원",www.meerecompany.com,1개,307명,330명,71명/96명
아이크래프트,시스템ㆍ응용 소프트웨어 개발 및 공급업,24년 (2000년 설립),"863억 6,275만원",주식회사,"5,990만원",www.icraft21.com,1개,183명,118명,54명/30명
CJ CGV,상품 종합 도매업,5년 (2019년 설립),"2조 1,091억 2,508만원",주식회사,"1,680만원",-,2개,"9,155명","6,647명","14,519명/15,121명"
일진다이아,기초 유기화학 물질 제조업,20년 (2004년 설립),616억 846만원,주식회사,"5,047만원",www.iljindiamond.co.kr,1개,239명,233명,16명/19명
메가스터디,그 외 기타 정보 서비스업,24년 (2000년 설립),"6,225억 4,338만원",주식회사,"3,615만원",www.megastudy.net,1개,"2,187명","2,014명","978명/1,056명"
케이에스피,"금속 열처리, 도금 및 기타 금속 가공업",10년 (2014년 설립),-,기타 법인,"5,661만원",-,1개,16명,15명,7명/11명
KG모빌리언스,그 외 기타 정보 서비스업,24년 (2000년 설립),"2,396억 4,227만원",주식회사,"5,434만원",www.mobilians.co.kr,1개,178명,165명,47명/36명
대주전자재료,"잉크, 페인트, 코팅제 및 유사제품 제조업",43년 (1981년 설립),"1,525억 152만원",주식회사,"2,819만원",www.daejoo.co.kr,1개,283명,339명,48명/91명
텔레칩스,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",25년 (1999년 설립),"1,364억 1,773만원",주식회사,"8,417만원",www.telechips.com,1개,345명,451명,84명/162명
도이치모터스,자동차 신품 판매업,27년 (1997년 설립),"1조 3,737억 9,632만원",주식회사,"4,968만원",www.deutschmotors.com,1개,"1,182명","1,164명",437명/487명
유니드,게임 소프트웨어 개발 및 공급업,13년 (2011년 설립),-,주식회사,"3,000만원",-,1개,15명,22명,13명/12명
토비스,-,10년 (2014년 설립),-,기타 법인,"3,506만원",-,2개,15명,12명,7명/6명
제넨바이오,인쇄관련 산업,25년 (1999년 설립),"88억 9,466만원",주식회사,"9,862만원",gennbio.com,1개,68명,4명,70명/4명
상신브레이크,자동차 차체용 신품 부품 제조업,49년 (1975년 설립),"3,146억 4,284만원",주식회사,"7,649만원",www.sangsin.com,1개,638명,598명,53명/49명
국일제지,종이 및 판지 제조업,46년 (1978년 설립),"954억 5,077만원",주식회사,"5,816만원",www.kukilpaper.co.kr,2개,201명,116명,24명/33명
DMS,시스템ㆍ응용 소프트웨어 개발 및 공급업,9년 (2015년 설립),-,기타 법인,"5,715만원",-,1개,14명,38명,3명/15명
인팩,일차전지 및 축전지 제조업,28년 (1996년 설립),"1,828억 7,093만원",기타 법인,"5,835만원",-,1개,124명,173명,31명/37명
퀀타피아,기타 일반 목적용 기계 제조업,20년 (2004년 설립),-,주식회사,"4,784만원",codenature.com,2개,20명,19명,30명/26명
시너지이노베이션,기초 의약 물질 및 생물학적 제제 제조업,26년 (1998년 설립),"181억 5,951만원",주식회사,"4,246만원",http://www.synergyinnovation.co.kr,1개,63명,68명,21명/29명
신성델타테크,가정용 전기 기기 제조업,37년 (1987년 설립),"1,591억 2,362만원",주식회사,"5,128만원",www.ssdelta.co.kr,1개,312명,356명,76명/127명
GS,전문 디자인업,11년 (2013년 설립),-,주식회사,"4,276만원",-,1개,8명,11명,2명/1명
유니퀘스트,상품 종합 도매업,29년 (1995년 설립),"5,857억 8만원",주식회사,"7,570만원",www.uniquest.co.kr,2개,202명,208명,34명/34명
다스코,신발 도매업,29년 (1995년 설립),-,유한책임회사,"4,144만원",-,1개,"1,253명","1,377명",659명/788명
LG디스플레이,"텔레비전, 비디오 및 기타 영상 기기 제조업",39년 (1985년 설립),"28조 3,649억 1,400만원",주식회사,"8,165만원",www.lgdisplay.com,1개,"29,177명","25,852명","3,254명/931명"
다날,시스템ㆍ응용 소프트웨어 개발 및 공급업,27년 (1997년 설립),"2,241억 1,987만원",주식회사,"5,766만원",www.danal.co.kr,1개,257명,248명,73명/70명
텔코웨어,시스템ㆍ응용 소프트웨어 개발 및 공급업,24년 (2000년 설립),"348억 2,243만원",주식회사,"7,291만원",www.telcoware.com,1개,177명,185명,9명/10명
형지I&C,,,,,,,,,,
비케이홀딩스,경영 컨설팅 및 공공 관계 서비스업,4년 (2020년 설립),-,기타 법인,"5,852만원",-,1개,4명,3명,0명/0명
코엔텍,"기술 시험, 검사 및 분석업",17년 (2007년 설립),-,기타 법인,"3,867만원",-,1개,83명,68명,32명/31명
CS,기타 전문 서비스업,3년 (2021년 설립),-,기타 법인,"3,374만원",-,1개,54명,250명,120명/170명
테라젠이텍스,완제 의약품 제조업,34년 (1990년 설립),"679억 2,562만원",주식회사,"4,598만원",www.thera-gen.com,1개,168명,197명,40명/64명
디에이피,공학 연구개발업,7년 (2017년 설립),-,기타 법인,"5,852만원",-,1개,8명,10명,12명/15명
한양디지텍,전자집적회로 제조업,20년 (2004년 설립),"3,032억 5,590만원",주식회사,"7,429만원",www.hanyangdgt.com,1개,75명,78명,10명/10명
STX엔진,내연기관 및 터빈 제조업; 항공기용 및 차량용 제외,20년 (2004년 설립),"4,582억 8,206만원",주식회사,"7,077만원",www.stxengine.co.kr,1개,864명,848명,63명/56명
동국알앤에스,건물설비 설치 공사업,20년 (2004년 설립),"705억 5,949만원",주식회사,"6,151만원",www.dkref.co.kr,3개,57명,74명,6명/9명
빛과전자,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",26년 (1998년 설립),"416억 6,372만원",주식회사,"5,400만원",www.lightron.co.kr,1개,116명,93명,13명/12명
듀오백,목재 가구 제조업,37년 (1987년 설립),"382억 8,187만원",주식회사,"3,035만원",duoback.co.kr,1개,102명,86명,27명/13명
삼진엘앤디,기계장비 조립용 플라스틱제품 제조업,37년 (1987년 설립),"881억 4,089만원",주식회사,"4,343만원",samjin.co.kr,1개,113명,167명,155명/194명
NICE,기타 금융 지원 서비스업,8년 (2016년 설립),"4,369억 3,602만원",,"5,749만원",-,1개,202명,,
대교,일반 교습학원,3년 (2021년 설립),-,기타 법인,"5,495만원",-,1개,35명,42명,20명/25명
세진티에스,표시장치 제조업,28년 (1996년 설립),-,주식회사,"4,522만원",www.sejints.co.kr,1개,33명,33명,3명/0명
한솔인티큐브,시스템ㆍ응용 소프트웨어 개발 및 공급업,21년 (2003년 설립),"582억 5,050만원",주식회사,"6,745만원",www.hansolinticube.com,1개,237명,201명,46명/5명
리튬포어스,반도체 및 디스플레이 제조용 기계 제조업,26년 (1998년 설립),-,주식회사,"6,026만원",http://www.urbanlithium.com,1개,35명,36명,13명/10명
테라사이언스,기타 일반 목적용 기계 제조업,31년 (1993년 설립),-,주식회사,"3,115만원",www.samwon-tech.com,1개,49명,59명,32명/36명
우주일렉트로,절연선 및 케이블 제조업,12년 (2012년 설립),-,기타 법인,"5,635만원",-,1개,18명,17명,0명/1명
기업은행,일반은행,63년 (1961년 설립),-,특별법에 의한 은행,"8,524만원",www.kiupbank.co.kr,2개,"13,739명","13,069명","1,949명/2,006명"
이엔플러스,통신 판매업,2년 (2022년 설립),-,주식회사,"3,463만원",-,1개,2명,6명,1명/1명
SOOP,시스템ㆍ응용 소프트웨어 개발 및 공급업,28년 (1996년 설립),"2,626억 5,100만원",주식회사,"6,410만원",corp.afreecatv.com,1개,0명,748명,29명/65명
드림어스컴퍼니,시스템ㆍ응용 소프트웨어 개발 및 공급업,25년 (1999년 설립),"2,396억 1,661만원",주식회사,"5,652만원",dreamuscompany.com,1개,341명,325명,73명/63명
버킷스튜디오,오디오물 출판 및 원판 녹음업,25년 (1999년 설립),"263억 9,911만원",주식회사,"9,470만원",www.towin-global.com,1개,55명,26명,10명/6명
로체시스템즈,반도체 및 디스플레이 제조용 기계 제조업,27년 (1997년 설립),"1,100억 5,185만원",주식회사,"6,150만원",www.rorze.co.kr,1개,228명,229명,32명/36명
에스텍,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",26년 (1998년 설립),-,기타 법인,"5,396만원",-,1개,97명,99명,13명/15명
오텍,자연과학 및 공학 융합 연구개발업,2년 (2022년 설립),-,기타 법인,"4,435만원",-,1개,4명,7명,4명/6명
키이스트,기타 창작 및 예술관련 서비스업,28년 (1996년 설립),"620억 4,417만원",주식회사,"6,058만원",www.keyeast.co.kr,1개,55명,36명,34명/11명
현대에버다임,가공 공작기계 제조업,30년 (1994년 설립),"2,647억 1,317만원",주식회사,"5,190만원",www.hyundaieverdigm.com,2개,546명,602명,62명/86명
한솔홈데코,"도장, 도배 및 내장 공사업",33년 (1991년 설립),"2,575억 499만원",주식회사,"5,364만원",www.hansolhomedeco.co.kr,3개,368명,192명,24명/55명
중앙백신,동물용 의약품 제조업,30년 (1994년 설립),"409억 1,190만원",주식회사,"3,828만원",www.cavac.co.kr,2개,178명,168명,36명/36명
휴비츠,사진장비 및 광학기기 제조업,25년 (1999년 설립),"828억 6,890만원",주식회사,"7,261만원",www.huvitz.com,1개,251명,244명,44명/46명
우리산업홀딩스,자동차 차체용 신품 부품 제조업,35년 (1989년 설립),"32억 7,200만원",주식회사,"5,356만원",www.woory.com,1개,12명,18명,7명/7명
디지털대성,시스템ㆍ응용 소프트웨어 개발 및 공급업,24년 (2000년 설립),"1,763억 4,599만원",주식회사,"4,576만원",www.digitaldaesung.com,1개,283명,301명,86명/78명
이수페타시스,인쇄회로기판 및 전자부품 실장기판 제조업,52년 (1972년 설립),"3,634억 9,887만원",주식회사,"8,378만원",www.petasys.com,2개,933명,"1,139명",82명/128명
강원랜드,사행시설 관리 및 운영업,26년 (1998년 설립),"7,873억 7,736만원",주식회사,"6,086만원",kangwonland.high1.com,1개,"4,144명","4,414명","1,821명/2,072명"
유아이디,상품 중개업,8년 (2016년 설립),-,기타 법인,"4,352만원",-,1개,2명,3명,0명/0명
티씨케이,의복 소매업,1년 (2023년 설립),-,기타 법인,"2,778만원",-,1개,2명,4명,2명/6명
YG PLUS,사무 지원 서비스업,8년 (2016년 설립),"436억 1,220만원",주식회사,"4,645만원",-,1개,196명,175명,121명/108명
아모텍,기타 전자 부품 제조업,30년 (1994년 설립),"1,732억 9,477만원",주식회사,"4,999만원",www.amotech.co.kr,2개,721명,539명,151명/56명
농심홀딩스,그 외 기타 금융업,21년 (2003년 설립),-,주식회사,"6,957만원",www.nongshimholdings.com,1개,7명,8명,1명/2명
웰크론,그 외 기타 섬유제품 제조업,32년 (1992년 설립),"1,100억 7,944만원",주식회사,"4,363만원",www.welcron.com,2개,50명,138명,25명/29명
파워로직스,전자집적회로 제조업,27년 (1997년 설립),"7,665억 3,412만원",주식회사,"5,408만원",www.powerlogics.co.kr,1개,327명,308명,49명/52명
이엘씨,기타 기계 및 장비 도매업,9년 (2015년 설립),-,기타 법인,"4,886만원",-,1개,2명,4명,3명/2명
유엔젤,통신 공사업,25년 (1999년 설립),"287억 2,782만원",주식회사,"7,847만원",www.uangel.com,3개,211명,222명,13명/19명
SBS,그 외 기타 교육기관,10년 (2014년 설립),-,주식회사,"3,774만원",-,1개,14명,19명,4명/9명
홈캐스트,"가전제품, 통신장비 및 부품 도매업",24년 (2000년 설립),-,주식회사,"3,964만원",www.homecast.net,1개,28명,19명,5명/1명
씨씨에스,"목재 상자, 드럼 및 적재판 제조업",3년 (2021년 설립),-,기타 법인,"4,238만원",-,1개,130명,138명,14명/25명
웹젠,시스템ㆍ응용 소프트웨어 개발 및 공급업,24년 (2000년 설립),"2,863억 1,798만원",주식회사,"7,425만원",company.webzen.com,2개,517명,487명,75명/79명
엔씨소프트,시스템ㆍ응용 소프트웨어 개발 및 공급업,4년 (2020년 설립),-,,-,-,1개,0명,,
하이스틸,그 외 기타 금속 가공제품 제조업,18년 (2006년 설립),-,기타 법인,"4,929만원",-,1개,1명,3명,0명/1명
대화제약,완제 의약품 제조업,35년 (1989년 설립),887억 483만원,주식회사,"5,635만원",www.dhpharm.co.kr,1개,413명,345명,161명/103명
우수AMS,자동차 차체용 신품 부품 제조업,29년 (1995년 설립),-,기타 법인,"5,025만원",-,1개,146명,144명,47명/52명
하츠,가정용 전기 기기 제조업,36년 (1988년 설립),"1,431억 3,013만원",주식회사,"5,316만원",www.haatz.com,2개,236명,234명,28명/41명
빅텍,유선 통신업,8년 (2016년 설립),-,기타 법인,"4,011만원",-,1개,7명,8명,2명/2명
탑엔지니어링,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",31년 (1993년 설립),"1,726억 368만원",주식회사,"4,542만원",www.topengnet.com,1개,360명,274명,136명/81명
DSR제강,"금속 파스너, 스프링 및 금속선 가공제품 제조업",53년 (1971년 설립),"2,616억 8,700만원",주식회사,"7,786만원",www.dsrcorp.com,1개,162명,150명,17명/11명
이루온,통신 공사업,26년 (1998년 설립),196억 680만원,주식회사,"6,436만원",eluon.com,1개,0명,98명,9명/22명
태경케미컬,기초 무기화학 물질 제조업,29년 (1995년 설립),-,기타 법인,"5,882만원",-,1개,31명,33명,9명/9명
재영솔루텍,기타 특수 목적용 기계 제조업,40년 (1984년 설립),952억 802만원,주식회사,"4,686만원",www.jysolutec.com,1개,90명,79명,26명/11명
한국큐빅,"금속 열처리, 도금 및 기타 금속 가공업",35년 (1989년 설립),"371억 2,625만원",주식회사,"4,704만원",www.cubic.co.kr,1개,143명,134명,38명/36명
인터플렉스,인쇄회로기판 및 전자부품 실장기판 제조업,30년 (1994년 설립),"3,103억 4,977만원",주식회사,"5,002만원",www.interflex.co.kr,1개,436명,415명,236명/266명
삼영이엔씨,유리 및 창호 공사업,5년 (2019년 설립),-,기타 법인,"3,761만원",-,2개,3명,4명,0명/1명
하이퍼코퍼레이션,시스템ㆍ응용 소프트웨어 개발 및 공급업,27년 (1997년 설립),"452억 8,990만원",주식회사,"3,409만원",hyper-corp.com,1개,15명,23명,3명/13명
리더스코스메틱,"세제, 화장품 및 광택제 제조업",38년 (1986년 설립),"272억 5,169만원",주식회사,"5,865만원",www.leaderscosmetics.com,2개,55명,102명,18명/21명
한농화성,"세제, 화장품 및 광택제 제조업",1년 (2023년 설립),-,기타 법인,"5,648만원",-,1개,12명,26명,0명/8명
케이피엠테크,그 외 기타 화학제품 제조업,46년 (1978년 설립),334억 709만원,주식회사,"5,185만원",www.kpmtech.co.kr,1개,55명,59명,10명/6명
디티씨,통신 판매업,5년 (2019년 설립),-,,-,-,1개,11명,,
와이오엠,합성고무 및 플라스틱 물질 제조업,25년 (1999년 설립),"374억 1,135만원",주식회사,"4,898만원",www.yopticsm.com,1개,42명,30명,13명/14명
초록뱀미디어,"영화, 비디오물 및 방송 프로그램 제작업",26년 (1998년 설립),"799억 8,825만원",주식회사,"5,522만원",www.chorokbaem.com,1개,45명,43명,24명/18명
웨스트라이즈,"의약품, 의료용 기구, 화장품 및 방향제 소매업",33년 (1991년 설립),-,주식회사,"5,295만원",www.fnrepublic.com,1개,14명,14명,7명/6명
쎌바이오텍,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,26년 (1998년 설립),-,주식회사,"4,498만원",-,1개,72명,56명,22명/11명
NE능률,서적 출판업,30년 (1994년 설립),"802억 2,993만원",주식회사,"4,675만원",www.neungyule.com,1개,300명,306명,115명/73명
테크엘,일반 기계류 수리업,6년 (2018년 설립),-,기타 법인,"3,355만원",-,1개,9명,8명,2명/2명
현대백화점,대형 종합 소매업,22년 (2002년 설립),"1조 5,120억 6,076만원",주식회사,"7,083만원",home.e-hyundai.com,2개,"2,844명","2,728명",989명/922명
