회사,표준산업분류,연혁,매출액,기업유형,평균연봉,홈페이지,고용보험 사업장 수,고용보험 가입 사원수,국민연금 가입 사원수,퇴사/입사 (1년)
삼목에스폼,건축용 나무제품 제조업,39년 (1985년 설립),"2,049억 1,085만원",주식회사,"6,404만원",www.sammok.co.kr,1개,0명,311명,19명/16명
에이스침대,목재 가구 제조업,28년 (1996년 설립),-,주식회사,"5,016만원",-,1개,269명,230명,45명/47명
원익큐브,화학 물질 및 화학제품 도매업,45년 (1979년 설립),"2,536억 7,779만원",주식회사,"5,115만원",www.wonikcube.com,2개,124명,122명,18명/24명
계룡건설산업,토목 시설물 건설업,46년 (1978년 설립),"1조 8,707억 6,228만원",주식회사,"7,658만원",www.krcon.co.kr,1개,764명,"1,726명",293명/344명
서원,,,,,,,,,,
에스원,자동차 임대업,0년 (2024년 설립),-,주식회사,"4,252만원",-,1개,0명,80명,10명/53명
태경산업,부동산 임대업,42년 (1982년 설립),-,주식회사,"5,330만원",www.taekyung.co.kr,1개,29명,34명,4명/8명
리드코프,여신 금융업,47년 (1977년 설립),"4,316억 6,154만원",주식회사,"4,675만원",www.leadcorp.co.kr,1개,377명,226명,71명/50명
유니슨,기타 금융 지원 서비스업,11년 (2013년 설립),-,기타 법인,"1,598만원",-,1개,2명,3명,0명/0명
아난티,기반조성 관련 전문공사업,37년 (1987년 설립),"1,348억 6,614만원",주식회사,"4,534만원",www.ananti.kr,2개,166명,176명,40명/56명
광진실업,"철강 압연, 압출 및 연신제품 제조업",48년 (1976년 설립),-,주식회사,"5,331만원",www.kjsteel.co.kr,1개,102명,99명,24명/37명
인터엠,"텔레비전, 비디오 및 기타 영상 기기 제조업",41년 (1983년 설립),"506억 2,524만원",주식회사,"3,733만원",www.inter-m.co.kr,2개,294명,268명,28명/29명
신대양제지,,,,,,,,,,
와이투솔루션,,,,,,,,,,
동원금속,,,,,,,,,,
대신정보통신,시스템ㆍ응용 소프트웨어 개발 및 공급업,29년 (1995년 설립),"1,937억 5,002만원",주식회사,"4,838만원",-,1개,395명,586명,261명/213명
서부T&D,,,,,,,,,,
HMM,외항 운송업,48년 (1976년 설립),"13조 6,645억 6,200만원",주식회사,"12,326만원",www.hmm21.com,1개,762명,"1,021명",41명/55명
경인양행,"무기 안료, 염료, 유연제 및 기타 착색제 제조업",47년 (1977년 설립),"2,762억 2,657만원",주식회사,"5,925만원",www.kyungin.co.kr,2개,79명,161명,25명/11명
풀무원,낙농제품 및 식용 빙과류 제조업,16년 (2008년 설립),943억 765만원,기타 법인,"5,618만원",-,3개,161명,159명,33명/33명
서울도시가스,연료용 가스 제조 및 배관공급업,41년 (1983년 설립),"1조 2,709억 5,575만원",주식회사,"10,989만원",www.seoulgas.co.kr,1개,508명,500명,26명/24명
이구산업,비철금속 주조업,53년 (1971년 설립),"4,296억 1,900만원",주식회사,"5,237만원",www.leeku.net,1개,208명,189명,28명/39명
동신건설,-,24년 (2000년 설립),-,기타 법인,"4,385만원",-,1개,8명,11명,2명/5명
동화기업,"박판, 합판 및 강화 목제품 제조업",76년 (1948년 설립),"4,710억 8,893만원",주식회사,"7,508만원",www.dongwha.co.kr,2개,162명,802명,109명/176명
에넥스,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",21년 (2003년 설립),"1,205억 7,094만원",주식회사,"4,003만원",-,1개,76명,77명,41명/29명
에이프로젠,기초 의약 물질 및 생물학적 제제 제조업,24년 (2000년 설립),"81억 5,318만원",주식회사,"3,716만원",www.aprogen.com,1개,210명,313명,82명/105명
제이준코스메틱,통신 판매업,8년 (2016년 설립),"145억 8,715만원",주식회사,"4,644만원",-,1개,45명,42명,22명/19명
한국카본,산업용 유리 제조업,40년 (1984년 설립),"3,613억 787만원",주식회사,"4,405만원",www.hcarbon.com,2개,530명,747명,101명/291명
신라에스지,수산동물 가공 및 저장 처리업,29년 (1995년 설립),-,기타 법인,"3,827만원",-,1개,105명,103명,33명/38명
케이씨피드,도로 화물 운송업,54년 (1970년 설립),"731억 1,525만원",주식회사,"5,915만원",www.kcfeed.co.kr,5개,100명,96명,11명/10명
한탑,건물설비 설치 공사업,7년 (2017년 설립),-,기타 법인,"2,963만원",-,2개,6명,7명,3명/2명
한국선재,"금속 파스너, 스프링 및 금속선 가공제품 제조업",23년 (2001년 설립),-,기타 법인,"4,952만원",-,1개,35명,25명,2명/0명
시노펙스,사진장비 및 광학기기 제조업,7년 (2017년 설립),-,주식회사,"5,882만원",-,1개,1명,41명,13명/12명
PN풍년,그 외 기타 금속 가공제품 제조업,51년 (1973년 설립),-,주식회사,"4,470만원",www.pn.co.kr,1개,164명,157명,30명/31명
삼천리자전거,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",45년 (1979년 설립),"1,122억 8,333만원",주식회사,"5,655만원",www.samchuly.co.kr,1개,140명,124명,25명/16명
메디앙스,"세제, 화장품 및 광택제 제조업",45년 (1979년 설립),"674억 3,377만원",주식회사,"4,564만원",www.medience.co.kr,1개,110명,89명,49명/23명
KBI메탈,"전동기, 발전기 및 전기 변환장치 제조업",37년 (1987년 설립),-,주식회사,"5,198만원",www.kbimetal.co.kr,1개,114명,105명,9명/5명
경창산업,사업시설 유지ㆍ관리 서비스업,10년 (2014년 설립),-,,635만원,-,1개,0명,,
대륙제관,그 외 기타 금속 가공제품 제조업,29년 (1995년 설립),"2,359억 4,055만원",기타 법인,"5,512만원",-,1개,408명,355명,95명/98명
동원개발,비주거용 건물 건설업,19년 (2005년 설립),-,,"2,653만원",-,1개,210명,,
세원물산,기타 식료품 제조업,19년 (2005년 설립),-,기타 법인,"4,628만원",-,1개,2명,5명,0명/2명
이화전기,전기 공사업,19년 (2005년 설립),-,기타 법인,"2,991만원",-,1개,1명,3명,1명/1명
케이피에프,,,,,,,,,,
KPX케미칼,기초 유기화학 물질 제조업,29년 (1995년 설립),-,기타 법인,"6,489만원",-,1개,273명,349명,48명/52명
TP,시스템ㆍ응용 소프트웨어 개발 및 공급업,5년 (2019년 설립),-,기타 법인,"4,635만원",-,1개,9명,25명,6명/15명
에스엠벡셀,자동차 차체용 신품 부품 제조업,49년 (1975년 설립),-,주식회사,-,www.smbexel.com,1개,116명,-,-
KB오토시스,자동차 차체용 신품 부품 제조업,39년 (1985년 설립),-,주식회사,"6,528만원",www.kbautosys.com,1개,198명,173명,29명/31명
신원종합개발,-,41년 (1983년 설립),"1,882억 1,017만원",주식회사,"5,900만원",www.swc.co.kr,1개,245명,176명,61명/60명
흥구석유,"연료, 연료용 광물 및 관련제품 도매업",58년 (1966년 설립),"1,467억 1,769만원",주식회사,"3,449만원",-,1개,17명,54명,30명/32명
대한약품,합성고무 및 플라스틱 물질 제조업,26년 (1998년 설립),-,기타 법인,"5,356만원",-,1개,17명,16명,2명/2명
이화공영,-,68년 (1956년 설립),"1,945억 5,825만원",주식회사,"6,857만원",www.ee-hwa.co.kr,1개,178명,150명,68명/71명
풍국주정,증류주 및 합성주 제조업,70년 (1954년 설립),"464억 8,282만원",주식회사,"5,719만원",www.pungguk.com,1개,55명,47명,7명/3명
대림제지,골판지 및 골판지 가공제품 제조업,7년 (2017년 설립),-,기타 법인,"5,224만원",-,1개,78명,76명,11명/17명
대한광통신,절연선 및 케이블 제조업,50년 (1974년 설립),"1,199억 4,034만원",주식회사,"6,683만원",www.taihanfiber.com,1개,263명,233명,135명/54명
동일철강,"금속 열처리, 도금 및 기타 금속 가공업",9년 (2015년 설립),-,기타 법인,"3,919만원",-,1개,3명,6명,3명/2명
플레이위드,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",40년 (1984년 설립),145억 548만원,주식회사,"5,334만원",www.playwith.co.kr,1개,52명,68명,19명/23명
한국캐피탈,여신 금융업,35년 (1989년 설립),-,주식회사,"8,548만원",www.hkcapital.co.kr,2개,252명,269명,61명/70명
한일사료,동물용 사료 및 조제식품 제조업,56년 (1968년 설립),"1,249억 7,138만원",주식회사,"7,148만원",www.hanilfeed.com,1개,79명,76명,19명/16명
문배철강,"철강 압연, 압출 및 연신제품 제조업",51년 (1973년 설립),"1,922억 673만원",주식회사,"7,067만원",www.moonbaesteel.co.kr,1개,28명,58명,6명/5명
웅진,그 외 기타 사업 지원 서비스업,41년 (1983년 설립),"1,418억 8,309만원",주식회사,"4,903만원",www.woongjin.com,3개,408명,504명,90명/122명
모베이스전자,,,,,,,,,,
국영지앤엠,유리 및 창호 공사업,55년 (1969년 설립),"635억 9,942만원",주식회사,"4,984만원",www.kukyong.com,1개,121명,31명,8명/8명
유진기업,그 외 기타 금속 가공제품 제조업,19년 (2005년 설립),-,기타 법인,"3,148만원",-,1개,55명,30명,8명/9명
제이스코홀딩스,"철강 압연, 압출 및 연신제품 제조업",60년 (1964년 설립),"844억 7,000만원",주식회사,"4,329만원",www.jscoholdings.co.kr,1개,54명,47명,14명/19명
보성파워텍,전기 공급 및 제어장치 제조업,54년 (1970년 설립),"541억 9,872만원",주식회사,"4,661만원",www.bosungpower.co.kr,2개,36명,127명,14명/17명
브이티,"의약품, 의료용 기구, 화장품 및 방향제 소매업",5년 (2019년 설립),-,주식회사,"4,601만원",-,1개,139명,169명,70명/105명
태광,기타 금융 지원 서비스업,28년 (1996년 설립),"1,826억 4,899만원",주식회사,"5,837만원",-,1개,152명,126명,21명/38명
HL D&I,시스템ㆍ응용 소프트웨어 개발 및 공급업,6년 (2018년 설립),-,기타 법인,"4,734만원",-,1개,30명,32명,9명/6명
오뚜기,조미료 및 식품 첨가물 제조업,53년 (1971년 설립),"2조 4,145억 4,565만원",주식회사,"4,727만원",www.ottogi.co.kr,1개,"3,106명","3,066명",330명/427명
일정실업,"섬유제품 염색, 정리 및 마무리 가공업",51년 (1973년 설립),"309억 4,444만원",주식회사,"5,141만원",www.iljeong.co.kr,1개,90명,77명,20명/16명
와이엠,그 외 기타 정보 서비스업,6년 (2018년 설립),-,주식회사,"3,835만원",-,1개,9명,14명,10명/15명
엘에스일렉트릭,건물설비 설치 공사업,50년 (1974년 설립),"1조 8,774억 4,787만원",주식회사,"8,708만원",www.ls-electric.com,3개,"3,003명","1,429명",152명/194명
신라섬유,직물 직조업,48년 (1976년 설립),"37억 7,753만원",주식회사,"3,824만원",sillatextile.co.kr,1개,6명,7명,1명/0명
원일특강,"금속 열처리, 도금 및 기타 금속 가공업",47년 (1977년 설립),"3,192억 7,962만원",주식회사,"5,568만원",www.wonilsteel.co.kr,1개,150명,134명,26명/27명
서한,부동산 임대업,3년 (2021년 설립),-,기타 법인,"3,299만원",-,1개,1명,5명,0명/2명
대양금속,구조용 금속제품 제조업,51년 (1973년 설립),"2,034억 2,390만원",주식회사,"6,180만원",www.daiyangmetal.co.kr,1개,181명,185명,35명/36명
이화산업,자동차 차체용 신품 부품 제조업,7년 (2017년 설립),-,기타 법인,"4,648만원",-,1개,20명,27명,15명/13명
동원시스템즈,,,,,,,,,,
바른손,광고 대행업,0년 (2024년 설립),-,기타 법인,"5,852만원",-,1개,2명,4명,0명/4명
부방,,,,,,,,,,
삼성중공업,신용조합 및 저축기관,23년 (2001년 설립),-,기타 법인,"5,882만원",-,1개,41명,37명,3명/2명
모토닉,기타 전자 부품 제조업,24년 (2000년 설립),"435억 5,056만원",기타 법인,"4,561만원",-,1개,43명,24명,25명/17명
화신,,,,,,,,,,
대명소노시즌,음ㆍ식료품 위주 종합 소매업,52년 (1972년 설립),"1,435억 8,457만원",주식회사,"4,006만원",sonoseason.com,1개,209명,219명,177명/157명
CBI,통신 판매업,0년 (2024년 설립),-,,"3,497만원",-,1개,2명,,
유니크,경영 컨설팅 및 공공 관계 서비스업,7년 (2017년 설립),"12억 5,654만원",주식회사,"3,664만원",-,2개,44명,39명,17명/9명
진로발효,증류주 및 합성주 제조업,40년 (1984년 설립),"874억 9,322만원",주식회사,"6,688만원",www.jrdcl.com,1개,56명,51명,4명/5명
삼보산업,"펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함",26년 (1998년 설립),"272억 1,066만원",기타 법인,"4,958만원",-,1개,94명,88명,19명/21명
푸드웰,기관 구내식당업,12년 (2012년 설립),-,기타 법인,"2,515만원",-,1개,8명,4명,3명/3명
피제이전자,기억 장치 및 주변 기기 제조업,55년 (1969년 설립),"1,577억 2,934만원",주식회사,"3,523만원",www.pjems.co.kr,1개,252명,253명,67명/78명
베뉴지,골프장 및 스키장 운영업,26년 (1998년 설립),-,주식회사,"3,972만원",-,2개,27명,28명,9명/11명
엠에스씨,"금속 열처리, 도금 및 기타 금속 가공업",21년 (2003년 설립),"1,100억 1,951만원",기타 법인,"2,766만원",-,1개,59명,30명,73명/19명
삼화페인트공업,"잉크, 페인트, 코팅제 및 유사제품 제조업",78년 (1946년 설립),"5,445억 3,404만원",주식회사,"6,861만원",www.samhwa.com,1개,899명,866명,100명/97명
경동나비엔,가정용 비전기식 조리 및 난방 기구 제조업,46년 (1978년 설립),"9,511억 1,627만원",주식회사,"5,908만원",www.kdnavien.co.kr,2개,"2,593명",462명,160명/127명
대동금속,자동차 차체용 신품 부품 제조업,18년 (2006년 설립),-,기타 법인,"3,928만원",-,1개,7명,11명,2명/1명
광림,,,,,,,,,,
대원산업,,,,,,,,,,
큐캐피탈,기타 금융 지원 서비스업,25년 (1999년 설립),-,기타 법인,"5,852만원",-,1개,1명,3명,0명/2명
한국가구,목재 가구 제조업,58년 (1966년 설립),-,주식회사,"5,211만원",www.koreafurniture.co.kr,1개,47명,51명,19명/18명
디모아,시스템ㆍ응용 소프트웨어 개발 및 공급업,11년 (2013년 설립),-,기타 법인,비공개,http://kit-works.com,1개,9명,24명,4명/12명
중앙에너비스,"연료, 연료용 광물 및 관련제품 도매업",78년 (1946년 설립),-,주식회사,"4,433만원",www.enervis.co.kr,1개,74명,61명,11명/3명
DB,게임 소프트웨어 개발 및 공급업,9년 (2015년 설립),"1,136억 7,246만원",주식회사,"4,733만원",-,2개,354명,234명,134명/73명
SGC에너지,,,,,,,,,,
삼륭물산,종이 및 판지 제조업,29년 (1995년 설립),-,기타 법인,"4,747만원",-,1개,58명,66명,21명/33명
대림비앤코,비내화 일반 도자기 제조업,29년 (1995년 설립),-,기타 법인,"5,625만원",-,1개,152명,146명,20명/14명
경동제약,완제 의약품 제조업,48년 (1976년 설립),"1,730억 2,141만원",주식회사,"5,185만원",www.kdpharma.co.kr,1개,603명,382명,90명/78명
원풍,"금속 단조, 압형 및 분말 야금제품 제조업",26년 (1998년 설립),-,기타 법인,"4,898만원",-,1개,7명,6명,0명/0명
네이처셀,"과실, 채소 가공 및 저장 처리업",53년 (1971년 설립),222억 401만원,주식회사,"3,742만원",www.naturecell.co.kr,3개,102명,94명,32명/39명
삼일기업공사,-,66년 (1958년 설립),"636억 2,177만원",주식회사,"8,460만원",www.samilenter.com,1개,59명,64명,19명/30명
일지테크,자동차 차체용 신품 부품 제조업,38년 (1986년 설립),"1,723억 8,187만원",주식회사,"5,640만원",www.iljitech.co.kr,1개,125명,427명,67명/78명
한일화학,기타 고무제품 제조업,29년 (1995년 설립),-,기타 법인,"3,858만원",-,1개,56명,49명,11명/9명
한국알콜,회사본부,40년 (1984년 설립),"3,884억 6,122만원",주식회사,"6,323만원",www.ka.co.kr,2개,208명,171명,34명/30명
대주산업,동물용 사료 및 조제식품 제조업,62년 (1962년 설립),"843억 7,463만원",주식회사,"4,556만원",www.daejooinc.com,1개,34명,154명,39명/41명
글로본,상품 중개업,38년 (1986년 설립),"184억 7,932만원",주식회사,"4,980만원",www.globon.co.kr,1개,26명,20명,11명/7명
대한해운,외항 운송업,56년 (1968년 설립),"4,763억 1,283만원",주식회사,"8,606만원",www.korealines.co.kr,1개,204명,184명,54명/60명
세명전기,-,13년 (2011년 설립),-,기타 법인,"5,579만원",-,2개,9명,5명,2명/2명
휴니드테크놀러지스,통신 공사업,56년 (1968년 설립),"2,288억 4,387만원",주식회사,"6,691만원",www.huneed.com,1개,3명,344명,49명/42명
수산중공업,건설 및 광업용 기계장비 제조업,40년 (1984년 설립),"1,035억 8,642만원",주식회사,"4,602만원",www.soosanheavy.com,2개,175명,153명,22명/16명
에이티넘인베스트,신탁업 및 집합 투자업,36년 (1988년 설립),-,주식회사,"62,742만원",www.hanmivc.co.kr,1개,26명,46명,17명/24명
롯데케미칼,비주거용 건물 건설업,48년 (1976년 설립),"13조 7,390억 8,627만원",주식회사,"9,703만원",www.lottechem.com,2개,833명,"1,096명",119명/72명
대동기어,"베어링, 기어 및 동력 전달장치 제조업",51년 (1973년 설립),"2,420억 9,757만원",주식회사,"7,060만원",www.daedonggear.com,1개,232명,233명,57명/41명
세아베스틸지주,"철강 압연, 압출 및 연신제품 제조업",69년 (1955년 설립),-,주식회사,"10,073만원",www.seahbesteel.co.kr,1개,47명,67명,6명/20명
호텔신라,일반 및 생활 숙박시설 운영업,51년 (1973년 설립),"3조 3,790억 7,745만원",주식회사,"5,371만원",www.hotelshilla.net,3개,"2,191명","2,037명",640명/587명
태경비케이,음ㆍ식료품 위주 종합 소매업,19년 (2005년 설립),-,,"4,268만원",-,1개,11명,,
화승코퍼레이션,기타 고무제품 제조업,46년 (1978년 설립),"777억 3,238만원",주식회사,"6,694만원",www.hscorp.com,1개,310명,537명,79명/135명
신흥,-,15년 (2009년 설립),"1,842억 8,977만원",주식회사,"3,160만원",www.shsec.co.kr,3개,864명,330명,228명/108명
화승인더스트리,부동산 개발 및 공급업,55년 (1969년 설립),-,주식회사,-,www.hsi.co.kr,1개,12명,-,-
극동유화,석유 정제물 재처리업,45년 (1979년 설립),"9,561억 7,371만원",주식회사,"8,394만원",www.kdoc.co.kr,1개,115명,107명,7명/4명
고려산업,기타 고무제품 제조업,26년 (1998년 설립),-,기타 법인,"4,053만원",-,1개,23명,21명,3명/0명
피에스텍,,,,,,,,,,
대현,토목 시설물 건설업,19년 (2005년 설립),-,주식회사,"3,742만원",-,1개,0명,12명,7명/8명
케이비아이동국실업,자동차 차체용 신품 부품 제조업,15년 (2009년 설립),-,기타 법인,"5,866만원",-,1개,193명,217명,46명/83명
광명전기,-,11년 (2013년 설립),-,기타 법인,"2,550만원",-,2개,2명,3명,0명/1명
부산산업,산업 단체,26년 (1998년 설립),-,기타 법인,"4,737만원",-,1개,14명,12명,0명/0명
STX,,,,,,,,,,
고려아연,"비철금속 제련, 정련 및 합금 제조업",29년 (1995년 설립),-,기타 법인,"6,082만원",-,1개,"1,622명","1,594명",129명/140명
이렘,공학 연구개발업,7년 (2017년 설립),-,기타 법인,"3,575만원",-,1개,14명,19명,4명/6명
청호ICT,사무용 기계 및 장비 제조업,47년 (1977년 설립),-,주식회사,"4,955만원",www.chunghoict.com,1개,42명,41명,9명/8명
팜젠사이언스,"의약품, 의료용품 및 화장품 도매업",58년 (1966년 설립),"1,098억 6,626만원",주식회사,"7,901만원",www.pharmgenscience.com,2개,264명,261명,42명/42명
무림페이퍼,-,29년 (1995년 설립),-,기타 법인,"5,932만원",-,1개,76명,83명,4명/6명
현대차증권,증권 및 선물 중개업,69년 (1955년 설립),-,주식회사,"12,527만원",hmsec.com,1개,887명,857명,113명/95명
금비,기타 종이 및 판지 제품 제조업,26년 (1998년 설립),-,주식회사,"4,113만원",-,1개,16명,25명,11명/11명
대동전자,가정용 전기 기기 제조업,25년 (1999년 설립),-,기타 법인,"3,218만원",-,1개,19명,13명,5명/6명
원림,비알코올 음료점업,1년 (2023년 설립),-,기타 법인,"3,964만원",-,1개,12명,6명,20명/15명
서흥,,,,,,,,,,
성문전자,기타 전기장비 제조업,44년 (1980년 설립),"264억 2,742만원",주식회사,"4,472만원",www.smec-korea.co.kr,1개,66명,62명,18명/16명
HLB글로벌,서적 및 문구용품 소매업,2년 (2022년 설립),-,주식회사,"3,509만원",-,2개,4명,6명,1명/2명
일진홀딩스,그 외 기타 금융업,42년 (1982년 설립),"84억 3,739만원",주식회사,"11,656만원",www.iljin.co.kr,1개,13명,17명,4명/8명
대영포장,골판지 및 골판지 가공제품 제조업,13년 (2011년 설립),-,기타 법인,"5,932만원",-,1개,75명,82명,4명/7명
영화금속,"철강 압연, 압출 및 연신제품 제조업",11년 (2013년 설립),-,기타 법인,"5,086만원",-,1개,6명,4명,0명/0명
신풍제약,완제 의약품 제조업,38년 (1986년 설립),"1,797억 8,427만원",주식회사,"6,671만원",www.shinpoong.co.kr,1개,346명,792명,120명/117명
동성제약,기초 의약 물질 및 생물학적 제제 제조업,67년 (1957년 설립),"933억 2,819만원",주식회사,"4,305만원",dongsung-pharm.co.kr,1개,187명,167명,63명/66명
카스,"세제, 화장품 및 광택제 제조업",5년 (2019년 설립),"9억 3,080만원",주식회사,"3,145만원",-,1개,13명,15명,10명/15명
아센디오,"영화, 비디오물 및 방송 프로그램 배급업",47년 (1977년 설립),-,주식회사,"8,466만원",ascendio.co.kr,2개,45명,24명,12명/13명
한올바이오파마,-,51년 (1973년 설립),"1,015억 9,444만원",주식회사,"7,678만원",www.hanall.co.kr,1개,321명,315명,31명/32명
하이록코리아,선박 및 수상 부유 구조물 건조업,46년 (1978년 설립),"1,394억 8,495만원",주식회사,"7,019만원",www.hy-lok.com,1개,524명,470명,90명/79명
유니켐,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",23년 (2001년 설립),-,주식회사,"3,527만원",-,1개,10명,8명,4명/2명
대창,,,,,,,,,,
국보,회사본부,29년 (1995년 설립),"1조 718억 8,629만원",기타 법인,"6,157만원",-,1개,200명,154명,94명/66명
일성건설,-,46년 (1978년 설립),"4,160억 3,426만원",주식회사,"7,540만원",www.ilsungconst.co.kr,2개,"1,602명",394명,119명/65명
까뮤이앤씨,주거용 건물 건설업,46년 (1978년 설립),"1,951억 4,048만원",주식회사,"7,104만원",www.camusenc.com,1개,727명,163명,32명/11명
보락,"컴퓨터 및 주변장치, 소프트웨어 도매업",9년 (2015년 설립),-,주식회사,"5,359만원",-,1개,18명,57명,12명/34명
선도전기,전기 공급 및 제어장치 제조업,52년 (1972년 설립),"751억 4,829만원",주식회사,"3,986만원",www.seondo.co.kr,1개,156명,107명,45명/19명
씨아이테크,시스템ㆍ응용 소프트웨어 개발 및 공급업,57년 (1967년 설립),"169억 7,746만원",주식회사,"4,181만원",www.citech.kr,1개,77명,75명,19명/24명
광동제약,-,61년 (1963년 설립),"8,252억 2,847만원",주식회사,"7,454만원",www.ekdp.com,2개,792명,"1,067명",130명/149명
갤럭시아에스엠,"도장, 도배 및 내장 공사업",49년 (1975년 설립),"300억 9,400만원",주식회사,"4,383만원",galaxiasme.com,1개,1명,56명,15명/17명
남성,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",7년 (2017년 설립),-,,"1,426만원",-,1개,5명,,
태영건설,-,6년 (2018년 설립),"44억 2,560만원",기타 법인,"3,545만원",-,2개,0명,5명,5명/4명
한국특강,"철강 압연, 압출 및 연신제품 제조업",53년 (1971년 설립),-,주식회사,"7,012만원",www.ekosco.com,1개,285명,410명,67명/111명
한솔로지스틱스,그 외 기타 운송관련 서비스업,51년 (1973년 설립),"5,146억 7,649만원",주식회사,"5,831만원",www.hansollogistics.com,2개,278명,258명,46명/31명
삼양통상,,,,,,,,,,
SK텔레콤,무선 및 위성 통신업,40년 (1984년 설립),"12조 1,028억 3,000만원",주식회사,"15,152만원",www.sktelecom.com,1개,"5,362명","5,422명",415명/570명
진양폴리우레탄,합성고무 및 플라스틱 물질 제조업,49년 (1975년 설립),-,주식회사,"4,061만원",www.chinyangpoly.kr,1개,70명,69명,14명/18명
미창석유공업,원유 정제처리업,62년 (1962년 설립),"4,062억 9,267만원",주식회사,"7,657만원",www.michang.co.kr,2개,80명,76명,5명/8명
삼익THK,,,,,,,,,,
미원상사,플라스틱 발포 성형제품 제조업,65년 (1959년 설립),"3,446억 5,926만원",주식회사,"5,773만원",www.mwc.co.kr,6개,664명,148명,19명/38명
서연,공학 연구개발업,11년 (2013년 설립),"16억 6,075만원",주식회사,"4,120만원",-,2개,15명,20명,9명/5명
SBI인베스트먼트,,,,,,,,,,
세우글로벌,화학 물질 및 화학제품 도매업,46년 (1978년 설립),-,주식회사,"5,216만원",www.sewoo21.co.kr,1개,19명,17명,7명/7명
현대모비스,자동차 제조업,47년 (1977년 설립),"27조 3,285억 5,500만원",주식회사,"11,934만원",www.mobis.co.kr,1개,"11,326명","11,890명","657명/1,005명"
KG케미칼,비료 및 질소 화합물 제조업,70년 (1954년 설립),"1,601억 3,961만원",주식회사,"6,576만원",www.kgchem.co.kr,1개,207명,197명,31명/32명
현대해상,손해 및 보증보험업,69년 (1955년 설립),-,주식회사,"10,705만원",www.hi.co.kr,1개,0명,"4,034명",560명/497명
한국전력공사,그 외 기타 교육기관,63년 (1961년 설립),"59조 6,606억원",기타 법인,"7,962만원",www.kepco.co.kr,10개,"7,784명","23,185명","1,297명/822명"
국도화학,합성고무 및 플라스틱 물질 제조업,52년 (1972년 설립),"1조 4,874억 5,266만원",주식회사,"7,215만원",www.kukdo.com,1개,321명,771명,117명/94명
녹십자,자연과학 연구개발업,11년 (2013년 설립),-,주식회사,"4,752만원",-,1개,124명,118명,40명/24명
SIMPAC,토목 시설물 건설업,51년 (1973년 설립),-,주식회사,"5,680만원",www.simpac.co.kr,2개,281명,289명,31명/50명
윌비스,상품 중개업,51년 (1973년 설립),"2,098억 6,516만원",주식회사,"4,701만원",www.willbes.com,1개,68명,144명,33명/14명
대창단조,자동차 차체용 신품 부품 제조업,43년 (1981년 설립),"2,835억 2,761만원",주식회사,"7,081만원",www.dcf.co.kr,1개,104명,88명,10명/7명
사조산업,-,25년 (1999년 설립),-,기타 법인,"4,529만원",-,1개,54명,53명,10명/11명
한익스프레스,도로 화물 운송업,45년 (1979년 설립),"6,889억 9,022만원",주식회사,"5,949만원",www.hanex.co.kr,1개,0명,428명,64명/62명
사조동아원,곡물 가공품 제조업,29년 (1995년 설립),-,기타 법인,"6,032만원",-,1개,87명,109명,1명/23명
경인전자,기타 기계 및 장비 도매업,51년 (1973년 설립),-,주식회사,"5,468만원",-,1개,16명,22명,3명/5명
무림P&P,,,,,,,,,,
인디에프,겉옷 제조업,44년 (1980년 설립),"1,483억 7,523만원",주식회사,"5,759만원",www.inthef.co.kr,1개,179명,168명,42명/38명
한솔피엔에스,시스템ㆍ응용 소프트웨어 개발 및 공급업,29년 (1995년 설립),-,기타 법인,"6,032만원",-,1개,196명,207명,36명/48명
디와이,"영화, 비디오물 및 방송 프로그램 제작 관련 서비스업",3년 (2021년 설립),-,,-,-,1개,1명,,
방림,신용조합 및 저축기관,26년 (1998년 설립),-,기타 법인,"5,882만원",-,1개,31명,33명,6명/6명
한솔케미칼,합성고무 및 플라스틱 물질 제조업,1년 (2023년 설립),-,기타 법인,"5,852만원",-,1개,19명,18명,2명/0명
퍼스텍,시스템ㆍ응용 소프트웨어 개발 및 공급업,29년 (1995년 설립),-,기타 법인,"3,356만원",-,1개,165명,189명,63명/91명
엠벤처투자,그 외 기타 금융업,38년 (1986년 설립),-,주식회사,"9,295만원",www.m-vc.co.kr,1개,5명,6명,9명/8명
플루토스,기타 금융 지원 서비스업,0년 (2024년 설립),-,기타 법인,"5,852만원",-,1개,4명,4명,0명/4명
동원산업,수산동물 가공 및 저장 처리업,55년 (1969년 설립),"7,100억 171만원",주식회사,"9,339만원",www.dongwon.com,1개,280명,461명,91명/279명
대덕,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",15년 (2009년 설립),47억 381만원,,"3,863만원",-,1개,51명,,
한성기업,해수면 어업,61년 (1963년 설립),"2,921억 5,098만원",주식회사,"3,211만원",www.hsep.com,1개,415명,37명,22명/15명
모헨즈,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",29년 (1995년 설립),-,기타 법인,"4,905만원",-,2개,65명,60명,14명/14명
